iteration,timestamp,breakout_window,take_profit,stop_loss,vol_mult,max_hold_bars,n_trades,win_rate,gross_pnl,total_slippage,total_gas,net_pnl,cagr,sharpe,max_dd,sortino,gate_passed,notes
803,2026-09-18T00:30:49.720544,45,0.07,0.06,1.5,180,436,5.73,408.45,2766.47,436.0,-2794.03,-83.69,-47.21,-27.14,-15.06,False,
804,2026-09-18T00:30:49.969889,45,0.07,0.06,1.5,240,436,5.73,408.45,2766.47,436.0,-2794.03,-83.69,-47.21,-27.14,-15.06,False,
805,2026-09-18T00:30:50.229595,45,0.07,0.06,2.0,60,127,6.3,168.21,902.6,127.0,-861.39,-39.44,-25.26,-8.39,-13.52,False,
806,2026-09-18T00:30:50.492089,45,0.07,0.06,2.0,120,127,7.09,183.94,904.01,127.0,-847.06,-38.9,-24.28,-8.24,-13.37,False,
807,2026-09-18T00:30:50.743503,45,0.07,0.06,2.0,180,127,7.09,183.94,904.01,127.0,-847.06,-38.9,-24.28,-8.24,-13.37,False,
808,2026-09-18T00:30:51.005883,45,0.07,0.06,2.0,240,127,7.09,183.94,904.01,127.0,-847.06,-38.9,-24.28,-8.24,-13.37,False,
809,2026-09-18T00:30:51.269558,45,0.07,0.06,2.5,60,50,10.0,99.91,365.98,50.0,-316.06,-16.4,-16.09,-3.08,-11.38,False,
810,2026-09-18T00:30:51.535596,45,0.07,0.06,2.5,120,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
811,2026-09-18T00:30:51.796933,45,0.07,0.06,2.5,180,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
812,2026-09-18T00:30:52.061357,45,0.07,0.06,2.5,240,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
813,2026-09-18T00:30:52.325182,45,0.07,0.06,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
814,2026-09-18T00:30:52.588634,45,0.07,0.06,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
815,2026-09-18T00:30:52.856091,45,0.07,0.06,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
816,2026-09-18T00:30:53.121286,45,0.07,0.06,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
817,2026-09-18T00:30:53.374313,45,0.09,0.02,1.5,60,434,5.53,392.64,2751.93,434.0,-2793.29,-83.68,-47.69,-27.13,-15.08,False,
818,2026-09-18T00:30:53.619649,45,0.09,0.02,1.5,120,433,5.77,408.51,2750.52,433.0,-2775.0,-83.44,-46.6,-26.95,-15.04,False,
819,2026-09-18T00:30:53.866454,45,0.09,0.02,1.5,180,433,5.77,408.51,2750.52,433.0,-2775.0,-83.44,-46.6,-26.95,-15.04,False,
820,2026-09-18T00:30:54.115902,45,0.09,0.02,1.5,240,433,5.77,408.51,2750.52,433.0,-2775.0,-83.44,-46.6,-26.95,-15.04,False,
821,2026-09-18T00:30:54.382222,45,0.09,0.02,2.0,60,126,6.35,168.21,895.83,126.0,-853.62,-39.15,-25.28,-8.31,-13.52,False,
822,2026-09-18T00:30:54.638811,45,0.09,0.02,2.0,120,126,7.14,183.95,897.23,126.0,-839.29,-38.6,-24.29,-8.16,-13.37,False,
823,2026-09-18T00:30:54.889871,45,0.09,0.02,2.0,180,126,7.14,183.95,897.23,126.0,-839.29,-38.6,-24.29,-8.16,-13.37,False,
824,2026-09-18T00:30:55.152976,45,0.09,0.02,2.0,240,126,7.14,183.95,897.23,126.0,-839.29,-38.6,-24.29,-8.16,-13.37,False,
825,2026-09-18T00:30:55.418639,45,0.09,0.02,2.5,60,50,10.0,99.91,365.98,50.0,-316.06,-16.4,-16.09,-3.08,-11.38,False,
826,2026-09-18T00:30:55.678916,45,0.09,0.02,2.5,120,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
827,2026-09-18T00:30:55.936154,45,0.09,0.02,2.5,180,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
828,2026-09-18T00:30:56.196820,45,0.09,0.02,2.5,240,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
829,2026-09-18T00:30:56.457217,45,0.09,0.02,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
830,2026-09-18T00:30:56.717364,45,0.09,0.02,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
831,2026-09-18T00:30:56.981885,45,0.09,0.02,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
832,2026-09-18T00:30:57.250176,45,0.09,0.02,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
833,2026-09-18T00:30:57.499763,45,0.09,0.04,1.5,60,434,5.53,392.64,2751.93,434.0,-2793.29,-83.68,-47.69,-27.13,-15.08,False,
834,2026-09-18T00:30:57.740896,45,0.09,0.04,1.5,120,433,5.77,408.51,2750.52,433.0,-2775.0,-83.44,-46.6,-26.95,-15.04,False,
835,2026-09-18T00:30:57.987303,45,0.09,0.04,1.5,180,433,5.77,408.51,2750.52,433.0,-2775.0,-83.44,-46.6,-26.95,-15.04,False,
836,2026-09-18T00:30:58.236848,45,0.09,0.04,1.5,240,433,5.77,408.51,2750.52,433.0,-2775.0,-83.44,-46.6,-26.95,-15.04,False,
837,2026-09-18T00:30:58.499278,45,0.09,0.04,2.0,60,126,6.35,168.21,895.83,126.0,-853.62,-39.15,-25.28,-8.31,-13.52,False,
838,2026-09-18T00:30:58.756113,45,0.09,0.04,2.0,120,126,7.14,183.95,897.23,126.0,-839.29,-38.6,-24.29,-8.16,-13.37,False,
839,2026-09-18T00:30:59.018628,45,0.09,0.04,2.0,180,126,7.14,183.95,897.23,126.0,-839.29,-38.6,-24.29,-8.16,-13.37,False,
840,2026-09-18T00:30:59.273284,45,0.09,0.04,2.0,240,126,7.14,183.95,897.23,126.0,-839.29,-38.6,-24.29,-8.16,-13.37,False,
841,2026-09-18T00:30:59.539061,45,0.09,0.04,2.5,60,50,10.0,99.91,365.98,50.0,-316.06,-16.4,-16.09,-3.08,-11.38,False,
842,2026-09-18T00:30:59.795392,45,0.09,0.04,2.5,120,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
843,2026-09-18T00:31:00.061182,45,0.09,0.04,2.5,180,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
844,2026-09-18T00:31:00.325720,45,0.09,0.04,2.5,240,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
845,2026-09-18T00:31:00.586799,45,0.09,0.04,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
846,2026-09-18T00:31:00.849494,45,0.09,0.04,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
847,2026-09-18T00:31:01.111744,45,0.09,0.04,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
848,2026-09-18T00:31:01.376706,45,0.09,0.04,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
849,2026-09-18T00:31:01.616826,45,0.09,0.06,1.5,60,434,5.53,392.64,2751.93,434.0,-2793.29,-83.68,-47.69,-27.13,-15.08,False,
850,2026-09-18T00:31:01.866305,45,0.09,0.06,1.5,120,433,5.77,408.51,2750.52,433.0,-2775.0,-83.44,-46.6,-26.95,-15.04,False,
851,2026-09-18T00:31:02.111376,45,0.09,0.06,1.5,180,433,5.77,408.51,2750.52,433.0,-2775.0,-83.44,-46.6,-26.95,-15.04,False,
852,2026-09-18T00:31:02.356208,45,0.09,0.06,1.5,240,433,5.77,408.51,2750.52,433.0,-2775.0,-83.44,-46.6,-26.95,-15.04,False,
853,2026-09-18T00:31:02.613527,45,0.09,0.06,2.0,60,126,6.35,168.21,895.83,126.0,-853.62,-39.15,-25.28,-8.31,-13.52,False,
854,2026-09-18T00:31:02.870766,45,0.09,0.06,2.0,120,126,7.14,183.95,897.23,126.0,-839.29,-38.6,-24.29,-8.16,-13.37,False,
855,2026-09-18T00:31:03.133298,45,0.09,0.06,2.0,180,126,7.14,183.95,897.23,126.0,-839.29,-38.6,-24.29,-8.16,-13.37,False,
856,2026-09-18T00:31:03.395806,45,0.09,0.06,2.0,240,126,7.14,183.95,897.23,126.0,-839.29,-38.6,-24.29,-8.16,-13.37,False,
857,2026-09-18T00:31:03.651839,45,0.09,0.06,2.5,60,50,10.0,99.91,365.98,50.0,-316.06,-16.4,-16.09,-3.08,-11.38,False,
858,2026-09-18T00:31:03.916602,45,0.09,0.06,2.5,120,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
859,2026-09-18T00:31:04.180694,45,0.09,0.06,2.5,180,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
860,2026-09-18T00:31:04.447439,45,0.09,0.06,2.5,240,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
861,2026-09-18T00:31:04.699709,45,0.09,0.06,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
862,2026-09-18T00:31:04.966937,45,0.09,0.06,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
863,2026-09-18T00:31:05.233177,45,0.09,0.06,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
864,2026-09-18T00:31:05.500121,45,0.09,0.06,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
865,2026-09-18T00:31:05.747649,45,0.12,0.02,1.5,60,429,5.59,393.17,2725.87,429.0,-2761.7,-83.27,-46.74,-26.81,-15.05,False,
866,2026-09-18T00:31:05.990101,45,0.12,0.02,1.5,120,427,5.85,409.36,2719.28,427.0,-2736.92,-82.94,-45.03,-26.56,-14.99,False,
867,2026-09-18T00:31:06.239144,45,0.12,0.02,1.5,180,427,5.85,409.36,2719.28,427.0,-2736.92,-82.94,-45.03,-26.56,-14.99,False,
868,2026-09-18T00:31:06.485200,45,0.12,0.02,1.5,240,427,5.85,409.36,2719.28,427.0,-2736.92,-82.94,-45.03,-26.56,-14.99,False,
869,2026-09-18T00:31:06.731587,45,0.12,0.02,2.0,60,124,6.45,168.23,882.36,124.0,-838.13,-38.56,-23.51,-8.15,-13.31,False,
870,2026-09-18T00:31:06.988823,45,0.12,0.02,2.0,120,124,7.26,184.5,883.78,124.0,-823.28,-37.98,-22.61,-8.0,-13.15,False,
871,2026-09-18T00:31:07.238057,45,0.12,0.02,2.0,180,124,7.26,184.5,883.78,124.0,-823.28,-37.98,-22.61,-8.0,-13.15,False,
872,2026-09-18T00:31:07.492402,45,0.12,0.02,2.0,240,124,7.26,184.5,883.78,124.0,-823.28,-37.98,-22.61,-8.0,-13.15,False,
873,2026-09-18T00:31:07.739100,45,0.12,0.02,2.5,60,49,10.2,99.95,358.82,49.0,-307.87,-16.0,-14.87,-3.0,-11.07,False,
874,2026-09-18T00:31:07.998861,45,0.12,0.02,2.5,120,49,12.24,116.34,359.59,49.0,-292.26,-15.22,-12.91,-2.84,-10.48,False,
875,2026-09-18T00:31:08.253885,45,0.12,0.02,2.5,180,49,12.24,116.34,359.59,49.0,-292.26,-15.22,-12.91,-2.84,-10.48,False,
876,2026-09-18T00:31:08.516662,45,0.12,0.02,2.5,240,49,12.24,116.34,359.59,49.0,-292.26,-15.22,-12.91,-2.84,-10.48,False,
877,2026-09-18T00:31:08.779975,45,0.12,0.02,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
878,2026-09-18T00:31:09.031437,45,0.12,0.02,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
879,2026-09-18T00:31:09.288198,45,0.12,0.02,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
880,2026-09-18T00:31:09.550769,45,0.12,0.02,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
881,2026-09-18T00:31:09.794901,45,0.12,0.04,1.5,60,429,5.59,393.17,2725.87,429.0,-2761.7,-83.27,-46.74,-26.81,-15.05,False,
882,2026-09-18T00:31:10.043600,45,0.12,0.04,1.5,120,427,5.85,409.36,2719.28,427.0,-2736.92,-82.94,-45.03,-26.56,-14.99,False,
883,2026-09-18T00:31:10.289614,45,0.12,0.04,1.5,180,427,5.85,409.36,2719.28,427.0,-2736.92,-82.94,-45.03,-26.56,-14.99,False,
884,2026-09-18T00:31:10.538575,45,0.12,0.04,1.5,240,427,5.85,409.36,2719.28,427.0,-2736.92,-82.94,-45.03,-26.56,-14.99,False,
885,2026-09-18T00:31:10.790976,45,0.12,0.04,2.0,60,124,6.45,168.23,882.36,124.0,-838.13,-38.56,-23.51,-8.15,-13.31,False,
886,2026-09-18T00:31:11.052559,45,0.12,0.04,2.0,120,124,7.26,184.5,883.78,124.0,-823.28,-37.98,-22.61,-8.0,-13.15,False,
887,2026-09-18T00:31:11.314306,45,0.12,0.04,2.0,180,124,7.26,184.5,883.78,124.0,-823.28,-37.98,-22.61,-8.0,-13.15,False,
888,2026-09-18T00:31:11.571601,45,0.12,0.04,2.0,240,124,7.26,184.5,883.78,124.0,-823.28,-37.98,-22.61,-8.0,-13.15,False,
889,2026-09-18T00:31:11.834097,45,0.12,0.04,2.5,60,49,10.2,99.95,358.82,49.0,-307.87,-16.0,-14.87,-3.0,-11.07,False,
890,2026-09-18T00:31:12.088706,45,0.12,0.04,2.5,120,49,12.24,116.34,359.59,49.0,-292.26,-15.22,-12.91,-2.84,-10.48,False,
891,2026-09-18T00:31:12.353380,45,0.12,0.04,2.5,180,49,12.24,116.34,359.59,49.0,-292.26,-15.22,-12.91,-2.84,-10.48,False,
892,2026-09-18T00:31:12.613123,45,0.12,0.04,2.5,240,49,12.24,116.34,359.59,49.0,-292.26,-15.22,-12.91,-2.84,-10.48,False,
893,2026-09-18T00:31:12.878962,45,0.12,0.04,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
894,2026-09-18T00:31:13.141731,45,0.12,0.04,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
895,2026-09-18T00:31:13.407256,45,0.12,0.04,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
896,2026-09-18T00:31:13.663505,45,0.12,0.04,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
897,2026-09-18T00:31:13.908381,45,0.12,0.06,1.5,60,429,5.59,393.17,2725.87,429.0,-2761.7,-83.27,-46.74,-26.81,-15.05,False,
898,2026-09-18T00:31:14.157362,45,0.12,0.06,1.5,120,427,5.85,409.36,2719.28,427.0,-2736.92,-82.94,-45.03,-26.56,-14.99,False,
899,2026-09-18T00:31:14.406941,45,0.12,0.06,1.5,180,427,5.85,409.36,2719.28,427.0,-2736.92,-82.94,-45.03,-26.56,-14.99,False,
900,2026-09-18T00:31:14.650714,45,0.12,0.06,1.5,240,427,5.85,409.36,2719.28,427.0,-2736.92,-82.94,-45.03,-26.56,-14.99,False,
901,2026-09-18T00:31:14.906847,45,0.12,0.06,2.0,60,124,6.45,168.23,882.36,124.0,-838.13,-38.56,-23.51,-8.15,-13.31,False,
902,2026-09-18T00:31:15.165295,45,0.12,0.06,2.0,120,124,7.26,184.5,883.78,124.0,-823.28,-37.98,-22.61,-8.0,-13.15,False,
903,2026-09-18T00:31:15.413616,45,0.12,0.06,2.0,180,124,7.26,184.5,883.78,124.0,-823.28,-37.98,-22.61,-8.0,-13.15,False,
904,2026-09-18T00:31:15.670273,45,0.12,0.06,2.0,240,124,7.26,184.5,883.78,124.0,-823.28,-37.98,-22.61,-8.0,-13.15,False,
905,2026-09-18T00:31:15.924923,45,0.12,0.06,2.5,60,49,10.2,99.95,358.82,49.0,-307.87,-16.0,-14.87,-3.0,-11.07,False,
906,2026-09-18T00:31:16.185878,45,0.12,0.06,2.5,120,49,12.24,116.34,359.59,49.0,-292.26,-15.22,-12.91,-2.84,-10.48,False,
907,2026-09-18T00:31:16.450977,45,0.12,0.06,2.5,180,49,12.24,116.34,359.59,49.0,-292.26,-15.22,-12.91,-2.84,-10.48,False,
908,2026-09-18T00:31:16.712893,45,0.12,0.06,2.5,240,49,12.24,116.34,359.59,49.0,-292.26,-15.22,-12.91,-2.84,-10.48,False,
909,2026-09-18T00:31:16.975924,45,0.12,0.06,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
910,2026-09-18T00:31:17.238143,45,0.12,0.06,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
911,2026-09-18T00:31:17.504442,45,0.12,0.06,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
912,2026-09-18T00:31:17.762158,45,0.12,0.06,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
913,2026-09-18T00:31:18.011263,45,0.15,0.02,1.5,60,428,5.61,393.35,2720.69,428.0,-2755.34,-83.18,-46.39,-26.75,-15.04,False,
914,2026-09-18T00:31:18.264371,45,0.15,0.02,1.5,120,426,5.87,409.55,2714.08,426.0,-2730.53,-82.85,-44.7,-26.5,-14.98,False,
915,2026-09-18T00:31:18.503344,45,0.15,0.02,1.5,180,426,5.87,409.55,2714.08,426.0,-2730.53,-82.85,-44.7,-26.5,-14.98,False,
916,2026-09-18T00:31:18.744946,45,0.15,0.02,1.5,240,426,5.87,409.55,2714.08,426.0,-2730.53,-82.85,-44.7,-26.5,-14.98,False,
917,2026-09-18T00:31:19.006243,45,0.15,0.02,2.0,60,123,6.5,168.29,875.65,123.0,-830.36,-38.26,-23.12,-8.07,-13.25,False,
918,2026-09-18T00:31:19.270584,45,0.15,0.02,2.0,120,123,7.32,184.57,877.06,123.0,-815.49,-37.68,-22.24,-7.93,-13.08,False,
919,2026-09-18T00:31:19.533762,45,0.15,0.02,2.0,180,123,7.32,184.57,877.06,123.0,-815.49,-37.68,-22.24,-7.93,-13.08,False,
920,2026-09-18T00:31:19.790358,45,0.15,0.02,2.0,240,123,7.32,184.57,877.06,123.0,-815.49,-37.68,-22.24,-7.93,-13.08,False,
921,2026-09-18T00:31:20.052436,45,0.15,0.02,2.5,60,48,10.42,99.98,351.69,48.0,-299.71,-15.59,-14.33,-2.92,-10.85,False,
922,2026-09-18T00:31:20.321496,45,0.15,0.02,2.5,120,48,12.5,116.37,352.45,48.0,-284.08,-14.81,-12.45,-2.76,-10.26,False,
923,2026-09-18T00:31:20.577987,45,0.15,0.02,2.5,180,48,12.5,116.37,352.45,48.0,-284.08,-14.81,-12.45,-2.76,-10.26,False,
924,2026-09-18T00:31:20.842980,45,0.15,0.02,2.5,240,48,12.5,116.37,352.45,48.0,-284.08,-14.81,-12.45,-2.76,-10.26,False,
925,2026-09-18T00:31:21.112572,45,0.15,0.02,3.0,60,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
926,2026-09-18T00:31:21.379027,45,0.15,0.02,3.0,120,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
927,2026-09-18T00:31:21.639244,45,0.15,0.02,3.0,180,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
928,2026-09-18T00:31:21.902169,45,0.15,0.02,3.0,240,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
929,2026-09-18T00:31:22.151302,45,0.15,0.04,1.5,60,428,5.61,393.35,2720.69,428.0,-2755.34,-83.18,-46.39,-26.75,-15.04,False,
930,2026-09-18T00:31:22.390867,45,0.15,0.04,1.5,120,426,5.87,409.55,2714.08,426.0,-2730.53,-82.85,-44.7,-26.5,-14.98,False,
931,2026-09-18T00:31:22.634267,45,0.15,0.04,1.5,180,426,5.87,409.55,2714.08,426.0,-2730.53,-82.85,-44.7,-26.5,-14.98,False,
932,2026-09-18T00:31:22.879906,45,0.15,0.04,1.5,240,426,5.87,409.55,2714.08,426.0,-2730.53,-82.85,-44.7,-26.5,-14.98,False,
933,2026-09-18T00:31:23.142254,45,0.15,0.04,2.0,60,123,6.5,168.29,875.65,123.0,-830.36,-38.26,-23.12,-8.07,-13.25,False,
934,2026-09-18T00:31:23.400463,45,0.15,0.04,2.0,120,123,7.32,184.57,877.06,123.0,-815.49,-37.68,-22.24,-7.93,-13.08,False,
935,2026-09-18T00:31:23.655543,45,0.15,0.04,2.0,180,123,7.32,184.57,877.06,123.0,-815.49,-37.68,-22.24,-7.93,-13.08,False,
936,2026-09-18T00:31:23.917641,45,0.15,0.04,2.0,240,123,7.32,184.57,877.06,123.0,-815.49,-37.68,-22.24,-7.93,-13.08,False,
937,2026-09-18T00:31:24.179501,45,0.15,0.04,2.5,60,48,10.42,99.98,351.69,48.0,-299.71,-15.59,-14.33,-2.92,-10.85,False,
938,2026-09-18T00:31:24.445721,45,0.15,0.04,2.5,120,48,12.5,116.37,352.45,48.0,-284.08,-14.81,-12.45,-2.76,-10.26,False,
939,2026-09-18T00:31:24.699711,45,0.15,0.04,2.5,180,48,12.5,116.37,352.45,48.0,-284.08,-14.81,-12.45,-2.76,-10.26,False,
940,2026-09-18T00:31:24.965343,45,0.15,0.04,2.5,240,48,12.5,116.37,352.45,48.0,-284.08,-14.81,-12.45,-2.76,-10.26,False,
941,2026-09-18T00:31:25.231552,45,0.15,0.04,3.0,60,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
942,2026-09-18T00:31:25.496829,45,0.15,0.04,3.0,120,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
943,2026-09-18T00:31:25.755571,45,0.15,0.04,3.0,180,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
944,2026-09-18T00:31:26.006135,45,0.15,0.04,3.0,240,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
945,2026-09-18T00:31:26.255131,45,0.15,0.06,1.5,60,428,5.61,393.35,2720.69,428.0,-2755.34,-83.18,-46.39,-26.75,-15.04,False,
946,2026-09-18T00:31:26.503908,45,0.15,0.06,1.5,120,426,5.87,409.55,2714.08,426.0,-2730.53,-82.85,-44.7,-26.5,-14.98,False,
947,2026-09-18T00:31:26.748129,45,0.15,0.06,1.5,180,426,5.87,409.55,2714.08,426.0,-2730.53,-82.85,-44.7,-26.5,-14.98,False,
948,2026-09-18T00:31:26.997743,45,0.15,0.06,1.5,240,426,5.87,409.55,2714.08,426.0,-2730.53,-82.85,-44.7,-26.5,-14.98,False,
949,2026-09-18T00:31:27.260111,45,0.15,0.06,2.0,60,123,6.5,168.29,875.65,123.0,-830.36,-38.26,-23.12,-8.07,-13.25,False,
950,2026-09-18T00:31:27.517869,45,0.15,0.06,2.0,120,123,7.32,184.57,877.06,123.0,-815.49,-37.68,-22.24,-7.93,-13.08,False,
951,2026-09-18T00:31:27.768382,45,0.15,0.06,2.0,180,123,7.32,184.57,877.06,123.0,-815.49,-37.68,-22.24,-7.93,-13.08,False,
952,2026-09-18T00:31:28.030973,45,0.15,0.06,2.0,240,123,7.32,184.57,877.06,123.0,-815.49,-37.68,-22.24,-7.93,-13.08,False,
953,2026-09-18T00:31:28.295269,45,0.15,0.06,2.5,60,48,10.42,99.98,351.69,48.0,-299.71,-15.59,-14.33,-2.92,-10.85,False,
954,2026-09-18T00:31:28.559394,45,0.15,0.06,2.5,120,48,12.5,116.37,352.45,48.0,-284.08,-14.81,-12.45,-2.76,-10.26,False,
955,2026-09-18T00:31:28.820467,45,0.15,0.06,2.5,180,48,12.5,116.37,352.45,48.0,-284.08,-14.81,-12.45,-2.76,-10.26,False,
956,2026-09-18T00:31:29.078537,45,0.15,0.06,2.5,240,48,12.5,116.37,352.45,48.0,-284.08,-14.81,-12.45,-2.76,-10.26,False,
957,2026-09-18T00:31:29.344234,45,0.15,0.06,3.0,60,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
958,2026-09-18T00:31:29.603997,45,0.15,0.06,3.0,120,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
959,2026-09-18T00:31:29.871631,45,0.15,0.06,3.0,180,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
960,2026-09-18T00:31:30.137277,45,0.15,0.06,3.0,240,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
